Título,Nota,N_Avaliações,Desconto,Marca,Material,Gênero,Temporada,Qtd_Vendidos,Preço,Nota_MinMax,N_Avaliações_MinMax,Desconto_MinMax,Preço_MinMax,Marca_Cod,Material_Cod,Temporada_Cod,Qtd_Vendidos_Cod,Marca_Freq,Material_Freq
Kit 10 Cuecas Boxer Lupo Cueca Box Algodão Masculina Atacado,4.5,3034.0,18.0,lupo,algodão,Masculino,outono/inverno,+10mil,232.89,0.8148148148148148,0.3341780520052886,0.2131147540983606,0.3785853142798676,463,25,3,10000.0,0.0422919508867667,0.176443838108231
Kit Com 10 Cuecas Boxer Algodão Sem Costura Zorba 781,4.7,5682.0,20.0,zorba,algodão,Masculino,não definido,+50mil,199.9,0.888888888888889,0.625936535918907,0.2459016393442623,0.3223287063879131,838,25,1,50000.0,0.0090950432014552,0.176443838108231
Kit 10 Cuecas Boxer Mash Algodão Cotton Box Original Oferta,4.6,1700.0,22.0,mash,algodão,Masculino,primavera/verão,+10mil,229.39,0.8518518518518517,0.1871970030850595,0.2786885245901639,0.3726168957402544,494,25,7,10000.0,0.0109140518417462,0.176443838108231
Kit 3 Short Jeans Feminino Cintura Alta Barato Atacado,4.4,507.0,9.0,menina linda,jean,Feminino,primavera/verão,+1000,129.2,0.777777777777778,0.0557514323490524,0.0655737704918032,0.2017666518877255,509,74,7,1000.0,0.0100045475216007,0.0254661209640745
Blusa + Calça Térmica Treino Futebol Criança Infantil Fleece,4.7,58.0,5.0,roupa zero grau,termico unissex,Sem gênero infantil,outono/inverno,+100,78.03,0.888888888888889,0.006280299691494,0.0,0.1145083728385798,669,166,3,100.0,0.0022737608003638,0.0009095043201455
Kit 4 Cuecas Boxer Lupo Em Algodão Masculina Cotton Original,4.6,2382.0,22.0,lupo,algodão,Masculino,primavera/verão,+10mil,89.9,0.8518518518518517,0.2623402379903041,0.2786885245901639,0.1347498380000682,463,25,7,10000.0,0.0422919508867667,0.176443838108231
Kit 2 Cuecas Boxer Lupo Basic Microfibra Sem Costura Box,4.8,1429.0,30.0,lupo,microfibra,Masculino,primavera/verão,+10mil,69.99,0.925925925925926,0.1573380343763772,0.4098360655737705,0.1007980628218682,463,101,7,10000.0,0.0422919508867667,0.0300136425648021
Pacote 4 Cuecas Boxer Algodão Box Masculina Cotton Zorba,4.6,2290.0,25.0,zorba,algodão,Masculino,primavera-verão outono-inverno,+10mil,105.99,0.8518518518518517,0.25220361392684,0.3278688524590164,0.1621875106578902,838,25,6,10000.0,0.0090950432014552,0.176443838108231
Faixa Peitoral Para Ginecomastia Reduz Volume Do Peito Homem,4.4,78.0,18.0,men'spa,"82% poliéster, 18% elastodieno",Masculino,não definido,+1000,119.31,0.777777777777778,0.008483913618334,0.2131147540983606,0.1849016063572184,507,10,1,1000.0,0.001819008640291,0.001819008640291
"Kit Com 4 Short Para Usar Embaixo Da Roupa, Vestido, Saia",4.2,88.0,11.0,silvest lingerie,poliéster,Feminino,primavera/verão,+1000,57.93,0.7037037037037038,0.009585720581754,0.0983606557377049,0.0802325977968009,719,122,7,1000.0,0.0022737608003638,0.1173260572987721
Macacão Roupa De Apicultor Completa Proteção Contra Abelhas,4.3,178.0,24.0,celi,brim 100% algodão,Sem gênero,não definido,+1000,203.88,0.7407407407407406,0.0195019832525341,0.3114754098360656,0.3291156508986733,177,46,1,1000.0,0.0077307867212369,0.0090950432014552
Macacão Apicultor Roupa Proteção Abelha Com Máscara + Brinde,4.1,331.0,10.0,celi,algodão,Sem gênero,não definido,+1000,166.21,0.6666666666666666,0.0363596297928602,0.0819672131147541,0.2648784147880358,177,25,1,1000.0,0.0077307867212369,0.176443838108231
Kit Com 10 Cuecas Slip Algodão Zorba,4.5,426.0,25.0,zorba,algodão,Masculino,primavera/verão,+1000,159.9,0.8148148148148148,0.0468267959453503,0.3278688524590164,0.2541182087923331,838,25,7,1000.0,0.0090950432014552,0.176443838108231
Kit 4 Cuecas Boxer Infantil Kids Menino Box Sem Costura Lupo,4.9,145.0,31.0,lupo,poliamida,Meninos,primavera/verão,+1000,109.9,0.9629629629629632,0.0158660202732481,0.4262295081967213,0.1688550867978582,463,116,7,1000.0,0.0422919508867667,0.0195543428831286
Kit 2 Cuecas Boxer Lupo Basic Microfibra Sem Costura Box,4.8,1429.0,30.0,lupo,microfibra,Masculino,primavera/verão,+10mil,69.99,0.925925925925926,0.1573380343763772,0.4098360655737705,0.1007980628218682,463,101,7,10000.0,0.0422919508867667,0.0300136425648021
Conjunto 2 Calça Masculina Jogger Swang Roupas Academia Slim,4.8,19.0,10.0,kick,algodão75% poliester25%,Masculino,outono/inverno,+100,129.1,0.925925925925926,0.001983252534156,0.0819672131147541,0.2015961256437365,407,38,3,100.0,0.0004547521600727,0.0004547521600727
Kit 3 Cuecas Slip Tamanho Especial Plus Size Algodão Mash,4.8,218.0,20.0,mash,algodão,Masculino,não definido,+1000,74.9,0.925925925925926,0.0239092111062141,0.2459016393442623,0.1091709014017257,494,25,1,1000.0,0.0109140518417462,0.176443838108231
Calça Jeans Preta Feminina Super Lycra  Skinny Cintura Alta,4.4,1533.0,13.0,stillger jeans,sarja,Feminino,outono/inverno,+10mil,61.93,0.777777777777778,0.1687968267959453,0.1311475409836065,0.0870536475563589,738,138,3,10000.0,0.0154615734424738,0.0154615734424738
Kit 6 Cuecas Algodão Mash - Promoção Box Masculina Adulto,4.6,422.0,10.0,mash,algodão,Masculino,primavera-verão outono-inverno,+1000,129.99,0.8518518518518517,0.0463860731599823,0.0819672131147541,0.2031138092152382,494,25,6,1000.0,0.0109140518417462,0.176443838108231
Calça Masculina Esportiva Slim Jogger Zíper Na Barra,4.2,58.0,10.0,tactel slim calça ziper,poliéster,Masculino,outono/inverno,+100,59.91,0.7037037037037038,0.006280299691494,0.0819672131147541,0.0836090174277821,748,122,3,100.0,0.001819008640291,0.1173260572987721
Calça Montaria Gorgurao Legging Feminina Leg Canelada Bolso,4.5,1019.0,6.0,remanescente,poliéster,Feminino,não definido,+10mil,47.02,0.8148148148148148,0.1121639488761569,0.0163934426229508,0.0616281845776065,651,122,1,10000.0,0.0013642564802182,0.1173260572987721
Kit 6 Cuecas Boxer Lupo Algodão Masculina Box Adulto Cotton,4.6,1676.0,16.0,lupo,algodão cotton,Masculino,primavera-verão outono-inverno,+10mil,152.91,0.8518518518518517,0.1845526663728514,0.180327868852459,0.2421984243375055,463,30,6,10000.0,0.0422919508867667,0.003638017280582
Kit 3 Short Jeans Feminino Cintura Alta Barato Atacado,4.4,507.0,9.0,menina linda,jean,Feminino,primavera/verão,+1000,129.2,0.777777777777778,0.0557514323490524,0.0655737704918032,0.2017666518877255,509,74,7,1000.0,0.0100045475216007,0.0254661209640745
Kit 3 Calça Jeans Feminina Levanta Bumbum Cintura Alta,4.3,312.0,5.0,stillger,algodão,Feminino,outono/inverno,+1000,174.24,0.7407407407407406,0.0342661965623622,0.0,0.2785716721803485,736,25,3,1000.0,0.0327421555252387,0.176443838108231
Kit 2 Calças Jeans Masculina Com Lycra.,4.6,2146.0,5.0,almix,jean,Masculino,primavera/verão,+10mil,134.3,0.8518518518518517,0.2363375936535919,0.0,0.210463490331162,26,74,7,10000.0,0.0054570259208731,0.0254661209640745
Kit 5 Cuecas Zorba Tradicional Slip Ligth Algodão Original,4.7,23.0,28.0,zorba,algodão,Masculino,primavera/verão,+100,109.9,0.888888888888889,0.002423975319524,0.3770491803278688,0.1688550867978582,838,25,7,100.0,0.0090950432014552,0.176443838108231
10 Shorts Ginástica Moda Fitness Roupas Femininas Atacado,4.7,16.0,13.0,própria,suplex poliéster,Feminino,primavera/verão,+100,219.31,0.888888888888889,0.00165271044513,0.1311475409836065,0.3554278503461682,633,154,7,100.0,0.0100045475216007,0.0031832651205093
Jaqueta Jeans Feminina Preta Com Lycra Roupas Atacado,4.3,249.0,10.0,stillger jeans,algodão,Feminino,outono/inverno,+1000,64.49,0.7407407407407406,0.0273248126928162,0.0819672131147541,0.091419119402476,738,25,3,1000.0,0.0154615734424738,0.176443838108231
Kit Com 10 Cuecas Boxer Algodão Cotton Masculina Adulto Mash,4.8,327.0,15.0,mash,algodão,Masculino,primavera-verão outono-inverno,+1000,209.41,0.925925925925926,0.0359189070074922,0.1639344262295082,0.3385457521912622,494,25,6,1000.0,0.0109140518417462,0.176443838108231
Conjunto Blusa Térmico Roupa De Frio Masculino Segunda Pele,4.5,44.0,5.0,elry,poliéster,Masculino,outono/inverno,+100,109.4,0.8148148148148148,0.004737769942706,0.0,0.1680024555779134,262,122,3,100.0,0.0009095043201455,0.1173260572987721
Kit 5 Camisetas Masculinas Slim Fit  Básicas Algodão Premium,4.5,9077.0,51.0,zaroc,algodão,Masculino,não definido,+50mil,239.11,0.8148148148148148,1.0,0.7540983606557378,0.3891920466559804,831,25,1,50000.0,0.0009095043201455,0.176443838108231
Kit Pintores Macacão De Proteção Luva Óculos Respirador Epi,4.0,45.0,7.0,teknoluvas,poliéster,Masculino,não definido,+100,73.8,0.6296296296296297,0.004847950639048,0.0327868852459016,0.1072951127178472,750,122,1,100.0,0.0004547521600727,0.1173260572987721
Kit 3 Cuecas Boxer Lupo Tamanho Plus Size Masculina Original,4.4,127.0,29.0,lupo,algodão,Masculino,outono/inverno,+1000,99.99,0.777777777777778,0.0138827677390921,0.3934426229508196,0.1519559360185532,463,25,3,1000.0,0.0422919508867667,0.176443838108231
Macacão Segurança Proteção Química Laboratório Pintura Longo,4.2,30.0,10.0,steelflex epi tipo 6 roupa descartável,capuz laminado masculino feminino,Sem gênero,não definido,+1000,25.63,0.7037037037037038,0.003195240193918,0.0819672131147541,0.0251526209883701,733,54,1,1000.0,0.0004547521600727,0.0004547521600727
Calça Feminina Pantalona Cintura Alta Cós Largo Duna Moda,4.4,14.0,18.0,própria,duna,Feminino,outono/inverno,+100,72.36,0.777777777777778,0.001432349052446,0.2131147540983606,0.1048395348044064,633,60,3,100.0,0.0100045475216007,0.001819008640291
Kit 15 Cueca Boxer Tamanho Especial Plus Size Microfibra,3.8,30.0,31.0,mallbeck combo roupa íntima masculina,microfibra,Masculino,não definido,+100,149.43,0.5555555555555555,0.003195240193918,0.4262295081967213,0.2362641110466901,475,101,1,100.0,0.0004547521600727,0.0300136425648021
Kit 2 Calça Jeans Masculina Jogger Camuflada Sarja Elástico,4.3,215.0,10.0,gbgsports,sarja,Masculino,outono/inverno,+1000,134.32,0.7407407407407406,0.0235786690171881,0.0819672131147541,0.2104975955799597,324,138,3,1000.0,0.0059117780809458,0.0154615734424738
Kit 4 Cuecas Boxer Lupo Em Algodão Masculina Cotton Original,4.6,2382.0,22.0,lupo,algodão,Masculino,primavera/verão,+10mil,89.9,0.8518518518518517,0.2623402379903041,0.2786885245901639,0.1347498380000682,463,25,7,10000.0,0.0422919508867667,0.176443838108231
10 Shorts Ginástica Moda Fitness Roupas Femininas Atacado,4.7,16.0,13.0,própria,suplex poliéster,Feminino,primavera/verão,+100,219.31,0.888888888888889,0.00165271044513,0.1311475409836065,0.3554278503461682,633,154,7,100.0,0.0100045475216007,0.0031832651205093
Calça Leg Lisa Cós Alto Suplex,4.6,262.0,5.0,valen modas,tecido suplex,Feminino,não definido,+1000,30.4,0.8518518518518517,0.0287571617452622,0.0,0.033286722826643,795,162,1,1000.0,0.0004547521600727,0.0009095043201455
Kit 4 Cuecas Boxer Puma Masculina Box Sem Costura Original,4.8,301.0,19.0,puma,poliamida,Masculino,outono/inverno,+1000,160.89,0.925925925925926,0.0330542089026002,0.2295081967213114,0.2558064186078237,636,116,3,1000.0,0.001819008640291,0.0195543428831286
Kit 10 Calcinhas Conforto Tanga Promoção Moda Íntima.,4.1,35.0,20.0,mallbeck-calcinha confortavel - calcinha tanga-,microfibra,Feminino,não definido,+100,44.9,0.6666666666666666,0.003746143675628,0.2459016393442623,0.0580130282050407,476,101,1,100.0,0.0013642564802182,0.0300136425648021
Calça Legging Feminina Preta Grossa Dia A Dia Valor De Ataca,4.4,2363.0,6.0,moda llevo,tecido suplex,Feminino,não definido,+50mil,35.83,0.777777777777778,0.2602468047598061,0.0163934426229508,0.042546297875243,528,162,1,50000.0,0.0009095043201455,0.0009095043201455
Kit 2 Calça Legging Flanelada Forrada Peluciada Inverno,4.0,258.0,10.0,genérica,poliéster,Feminino,não definido,+1000,46.29,0.6296296296296297,0.0283164389598942,0.0819672131147541,0.0603833429964871,327,122,1,1000.0,0.0095497953615279,0.1173260572987721
Kit 4 Cuecas Boxer Lupo Em Algodão Masculina Cotton Original,4.6,2382.0,22.0,lupo,algodão,Masculino,primavera/verão,+10mil,89.9,0.8518518518518517,0.2623402379903041,0.2786885245901639,0.1347498380000682,463,25,7,10000.0,0.0422919508867667,0.176443838108231
Calça Masculina Térmica Roupa De Frio Segunda Pele Legging.,4.5,204.0,29.0,importchin,poliéster,Masculino,outono/inverno,+1000,56.09,0.8148148148148148,0.0223666813574261,0.3934426229508196,0.0770949149074042,368,122,3,1000.0,0.0013642564802182,0.1173260572987721
Short Jeans Feminino Cintura Alta Com Lycra Barra Desfiada,4.4,237.0,6.0,stillger,algodão,Feminino,primavera/verão,+1000,44.29,0.777777777777778,0.0260026443367122,0.0163934426229508,0.0569728181167081,736,25,7,1000.0,0.0327421555252387,0.176443838108231
Kit 3 Cuecas Lupo Slip Masculina Algodão Promoção Original,4.6,257.0,24.0,lupo,algodão,Masculino,outono/inverno,+1000,78.89,0.8518518518518517,0.0282062582635522,0.3114754098360656,0.1159748985368848,463,25,3,1000.0,0.0422919508867667,0.176443838108231
Shorts Masculino Design 4 Move adidas,4.7,19.0,30.0,adidas,poliéster,Masculino,primavera/verão,+100,199.99,0.888888888888889,0.001983252534156,0.4098360655737705,0.3224821800075031,13,122,7,100.0,0.0109140518417462,0.1173260572987721
Kit 2 Cuecas Boxer Lupo Microfibra Box Sem Costura Original,4.8,742.0,19.0,lupo,poliamida,Masculino,primavera/verão,+10mil,61.99,0.925925925925926,0.0816438959894226,0.2295081967213114,0.0871559633027523,463,116,7,10000.0,0.0422919508867667,0.0195543428831286
Roupa Naruto Akatsuki Cosplay Itachi Postagem 24h Promoção,4.7,139.0,21.0,genérica,poliéster,Sem gênero,outono/inverno,+1000,75.03,0.888888888888889,0.0152049360951961,0.2622950819672131,0.1093925855189113,327,122,3,1000.0,0.0095497953615279,0.1173260572987721
3 Conjuntos Fitness Feminino Top + Short Roupas Academia A11,4.4,286.0,19.0,akorio,poliéster,Feminino,primavera/verão,+1000,129.21,0.777777777777778,0.0314014984574702,0.2295081967213114,0.2017837045121244,21,122,7,1000.0,0.0045475216007276,0.1173260572987721
Kit 9 Cuecas Lupo Slip Masculino Algodão Atacado Original,4.4,165.0,26.0,lupo,algodão,Masculino,outono/inverno,+1000,229.89,0.777777777777778,0.0180696342000881,0.3442622950819672,0.3734695269601991,463,25,3,1000.0,0.0422919508867667,0.176443838108231
Short Jeans Feminino Com Cinto Fivela Country Cintura Alta,4.2,5.0,10.0,maria do carmo denim,jeans,Feminino,primavera/verão,+50,80.36,0.7037037037037038,0.000440722785368,0.0819672131147541,0.1184816343235224,488,75,7,50.0,0.003638017280582,0.0300136425648021
Kit 3 Calça Jeans Feminina Levanta Bumbum Atacado,3.9,41.0,10.0,stillger,jeans,Feminino,outono/inverno,+100,175.59,0.5925925925925927,0.00440722785368,0.0819672131147541,0.2808737764741993,736,75,3,100.0,0.0327421555252387,0.0300136425648021
Calça Masculina Esportiva Slim Jogger Zíper Na Barra,4.6,7.0,10.0,tactel slim calça ziper,poliéster,Masculino,outono/inverno,+50,59.91,0.8518518518518517,0.000661084178052,0.0819672131147541,0.0836090174277821,748,122,3,50.0,0.001819008640291,0.1173260572987721
Kit 5 Shorts Calção Futebol Academia Treino Crossfit Corrida,4.4,60.0,19.0,mr fit,poliéster,Masculino,não definido,+100,166.89,0.777777777777778,0.006500661084178,0.2295081967213114,0.2660379932471607,539,122,1,100.0,0.0004547521600727,0.1173260572987721
Bermuda Esportiva Compressão Anti Assadura Térmica Lupo,4.9,181.0,25.0,lupo,microfibra,Masculino,primavera/verão,+1000,99.9,0.9629629629629632,0.0198325253415601,0.3278688524590164,0.1518024623989632,463,101,7,1000.0,0.0422919508867667,0.0300136425648021
Calça Plus Size Jeans Feminina Wide Leg Levanta Bumbum,4.7,27.0,6.0,stillger jeans,algodão,Feminino,outono/inverno,+100,68.76,0.888888888888889,0.002864698104892,0.0163934426229508,0.0987005900208042,738,25,3,100.0,0.0154615734424738,0.176443838108231
2 Shorts Iguais Casal Praia 5 Estampas Roupa Combinando,5.0,6.0,8.0,maya,tactel,Sem gênero,primavera/verão,+50,139.79,1.0,0.00055090348171,0.0491803278688524,0.2198253811261553,500,155,7,50.0,0.0009095043201455,0.0045475216007276
Short Saia Rodado Fitness Feminino Roupas Para Academia,4.6,20.0,21.0,própria,poliéster,Feminino,primavera/verão,+100,38.73,0.8518518518518517,0.002093433230498,0.2622950819672131,0.0474915589509225,633,122,7,100.0,0.0100045475216007,0.1173260572987721
4 Short Bermuda Masculina Esporte Dry Fit Academia Plus,5.0,6.0,10.0,daze modas,poliéster,Masculino,primavera/verão,+5,149.91,1.0,0.00055090348171,0.0819672131147541,0.237082637017837,216,122,7,5.0,0.0040927694406548,0.1173260572987721
Short Saia Jeans Plus Size Feminino Cintura Alta Com Lycra,4.9,77.0,11.0,stillger jeans,algodão,Feminino,primavera/verão,+100,72.88,0.9629629629629632,0.008373732921992,0.0983606557377049,0.1057262712731489,738,25,7,100.0,0.0154615734424738,0.176443838108231
Bermuda Slim Curves Leve Compressão Dilady 105203,4.9,7.0,38.0,dilady,poliamida,Feminino,não definido,+100,68.71,0.9629629629629632,0.000661084178052,0.5409836065573771,0.0986153268988097,231,116,1,100.0,0.0013642564802182,0.0195543428831286
Kit 3 Bermuda Short Masculino Dry Fit Treino Plus Size,4.5,27.0,10.0,daze modas,poliéster,Masculino,primavera/verão,+100,129.91,0.8148148148148148,0.002864698104892,0.0819672131147541,0.202977388220047,216,122,7,100.0,0.0040927694406548,0.1173260572987721
Calça Branca Jeans Feminina Skinny Cintura Alta Com Lycra,4.6,308.0,13.0,stillger jeans,algodão,Feminino,outono/inverno,+1000,64.54,0.8518518518518517,0.0338254737769942,0.1311475409836065,0.0915043825244705,738,25,3,1000.0,0.0154615734424738,0.176443838108231
Calça Branca Plus Size Enfermagem Com Lycra Feminina Sarja,4.1,16.0,13.0,stillger,algodão,Feminino,outono/inverno,+100,78.64,0.6666666666666666,0.00165271044513,0.1311475409836065,0.1155485829269124,736,25,3,100.0,0.0327421555252387,0.176443838108231
Kit 4 Bermuda Masculina Sport Dry Fit  Academia Plus,4.6,11.0,10.0,daze modas,poliéster,Masculino,primavera/verão,+25,159.91,0.8518518518518517,0.00110180696342,0.0819672131147541,0.254135261416732,216,122,7,25.0,0.0040927694406548,0.1173260572987721
"Kit Com 4 Short Para Usar Embaixo Da Roupa, Vestido, Saia",4.2,88.0,11.0,silvest lingerie,poliéster,Feminino,primavera/verão,+1000,57.93,0.7037037037037038,0.009585720581754,0.0983606557377049,0.0802325977968009,719,122,7,1000.0,0.0022737608003638,0.1173260572987721
Kit 10 Cuecas Lupo Boxer Masculinas Atacado Box 523 Algodão,4.2,619.0,5.0,lupo,algodão 95%,Masculino,2021,+1000,179.9,0.7037037037037038,0.0680916703393565,0.0,0.2882234575901231,463,27,0,1000.0,0.0422919508867667,0.003638017280582
Macacão Roupa De Apicultor Completa Proteção Contra Abelhas,4.3,178.0,24.0,celi,brim 100% algodão,Sem gênero,não definido,+1000,203.88,0.7407407407407406,0.0195019832525341,0.3114754098360656,0.3291156508986733,177,46,1,1000.0,0.0077307867212369,0.0090950432014552
Kit Com 6 Conjuntos Roupas Juvenil Roupa Infantil Menina Top,4.4,20.0,16.0,"analê, hello moda",algodão,Meninas,primavera/verão,+100,197.21,0.777777777777778,0.002093433230498,0.180327868852459,0.3177415504246103,43,25,7,100.0,0.0004547521600727,0.176443838108231
